Tweet,Sarcasm,word_tokens,char_tokens,sentence_tokens,subword_tokens,lemmatized_tweet
So they guy from the Uni basically told me that if I know how to speak english they will accept me and I will be moving to California . Cool .,no,"['so', 'they', 'guy', 'from', 'the', 'un', '##i', 'basically', 'told', 'me', 'that', 'if', 'i', 'know', 'how', 'to', 'speak', 'english', 'they', 'will', 'accept', 'me', 'and', 'i', 'will', 'be', 'moving', 'to', 'california', '.', 'cool', '.']","['S', 'o', ' ', 't', 'h', 'e', 'y', ' ', 'g', 'u', 'y', ' ', 'f', 'r', 'o', 'm', ' ', 't', 'h', 'e', ' ', 'U', 'n', 'i', ' ', 'b', 'a', 's', 'i', 'c', 'a', 'l', 'l', 'y', ' ', 't', 'o', 'l', 'd', ' ', 'm', 'e', ' ', 't', 'h', 'a', 't', ' ', 'i', 'f', ' ', 'I', ' ', 'k', 'n', 'o', 'w', ' ', 'h', 'o', 'w', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'e', 'n', 'g', 'l', 'i', 's', 'h', ' ', 't', 'h', 'e', 'y', ' ', 'w', 'i', 'l', 'l', ' ', 'a', 'c', 'c', 'e', 'p', 't', ' ', 'm', 'e', ' ', 'a', 'n', 'd', ' ', 'I', ' ', 'w', 'i', 'l', 'l', ' ', 'b', 'e', ' ', 'm', 'o', 'v', 'i', 'n', 'g', ' ', 't', 'o', ' ', 'C', 'a', 'l', 'i', 'f', 'o', 'r', 'n', 'i', 'a', ' ', '.', ' ', 'C', 'o', 'o', 'l', ' ', '.']","['So they guy from the Uni basically told me that if I know how to speak english they will accept me and I will be moving to California .', 'Cool .']","['so', 'they', 'guy', 'from', 'the', 'un', '##i', 'basically', 'told', 'me', 'that', 'if', 'i', 'know', 'how', 'to', 'speak', 'english', 'they', 'will', 'accept', 'me', 'and', 'i', 'will', 'be', 'moving', 'to', 'california', '.', 'cool', '.']",So they guy from the Uni basically told me that if I know how to speak english they will accept me and I will be moving to California . Cool .
follow me so you can actually speak to me instead of writing bitchy tweets and then deleting them clapping_hands clapping_hands clapping_hands,no,"['follow', 'me', 'so', 'you', 'can', 'actually', 'speak', 'to', 'me', 'instead', 'of', 'writing', 'bitch', '##y', 't', '##wee', '##ts', 'and', 'then', 'del', '##eti', '##ng', 'them', 'clapping', '_', 'hands', 'clapping', '_', 'hands', 'clapping', '_', 'hands']","['f', 'o', 'l', 'l', 'o', 'w', ' ', 'm', 'e', ' ', 's', 'o', ' ', 'y', 'o', 'u', ' ', 'c', 'a', 'n', ' ', 'a', 'c', 't', 'u', 'a', 'l', 'l', 'y', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'm', 'e', ' ', 'i', 'n', 's', 't', 'e', 'a', 'd', ' ', 'o', 'f', ' ', 'w', 'r', 'i', 't', 'i', 'n', 'g', ' ', 'b', 'i', 't', 'c', 'h', 'y', ' ', 't', 'w', 'e', 'e', 't', 's', ' ', 'a', 'n', 'd', ' ', 't', 'h', 'e', 'n', ' ', 'd', 'e', 'l', 'e', 't', 'i', 'n', 'g', ' ', 't', 'h', 'e', 'm', ' ', 'c', 'l', 'a', 'p', 'p', 'i', 'n', 'g', '_', 'h', 'a', 'n', 'd', 's', ' ', 'c', 'l', 'a', 'p', 'p', 'i', 'n', 'g', '_', 'h', 'a', 'n', 'd', 's', ' ', 'c', 'l', 'a', 'p', 'p', 'i', 'n', 'g', '_', 'h', 'a', 'n', 'd', 's']",['follow me so you can actually speak to me instead of writing bitchy tweets and then deleting them clapping_hands clapping_hands clapping_hands'],"['follow', 'me', 'so', 'you', 'can', 'actually', 'speak', 'to', 'me', 'instead', 'of', 'writing', 'bitch', '##y', 't', '##wee', '##ts', 'and', 'then', 'del', '##eti', '##ng', 'them', 'clapping', '_', 'hands', 'clapping', '_', 'hands', 'clapping', '_', 'hands']",follow me so you can actually speak to me instead of writing bitchy tweet and then deleting them clapping_hands clapping_hands clapping_hands
I didn't even speak to her that much but this is so sad .,no,"['i', 'didn', ""'"", 't', 'even', 'speak', 'to', 'her', 'that', 'much', 'but', 'this', 'is', 'so', 'sad', '.']","['I', ' ', 'd', 'i', 'd', 'n', ""'"", 't', ' ', 'e', 'v', 'e', 'n', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'h', 'e', 'r', ' ', 't', 'h', 'a', 't', ' ', 'm', 'u', 'c', 'h', ' ', 'b', 'u', 't', ' ', 't', 'h', 'i', 's', ' ', 'i', 's', ' ', 's', 'o', ' ', 's', 'a', 'd', ' ', '.']","[""I didn't even speak to her that much but this is so sad .""]","['i', 'didn', ""'"", 't', 'even', 'speak', 'to', 'her', 'that', 'much', 'but', 'this', 'is', 'so', 'sad', '.']",I did n't even speak to her that much but this is so sad .
Woo best part is the library tour,no,"['woo', 'best', 'part', 'is', 'the', 'library', 'tour']","['W', 'o', 'o', ' ', 'b', 'e', 's', 't', ' ', 'p', 'a', 'r', 't', ' ', 'i', 's', ' ', 't', 'h', 'e', ' ', 'l', 'i', 'b', 'r', 'a', 'r', 'y', ' ', 't', 'o', 'u', 'r']",['Woo best part is the library tour'],"['woo', 'best', 'part', 'is', 'the', 'library', 'tour']",Woo best part is the library tour
I get so mad when my friends are being little sissy wipes laugh out loud like staawwp I want to keel you every time you speak,no,"['i', 'get', 'so', 'mad', 'when', 'my', 'friends', 'are', 'being', 'little', 'sis', '##sy', 'wipe', '##s', 'laugh', 'out', 'loud', 'like', 'st', '##aa', '##w', '##w', '##p', 'i', 'want', 'to', 'keel', 'you', 'every', 'time', 'you', 'speak']","['I', ' ', 'g', 'e', 't', ' ', 's', 'o', ' ', 'm', 'a', 'd', ' ', 'w', 'h', 'e', 'n', ' ', 'm', 'y', ' ', 'f', 'r', 'i', 'e', 'n', 'd', 's', ' ', 'a', 'r', 'e', ' ', 'b', 'e', 'i', 'n', 'g', ' ', 'l', 'i', 't', 't', 'l', 'e', ' ', 's', 'i', 's', 's', 'y', ' ', 'w', 'i', 'p', 'e', 's', ' ', 'l', 'a', 'u', 'g', 'h', ' ', 'o', 'u', 't', ' ', 'l', 'o', 'u', 'd', ' ', 'l', 'i', 'k', 'e', ' ', 's', 't', 'a', 'a', 'w', 'w', 'p', ' ', 'I', ' ', 'w', 'a', 'n', 't', ' ', 't', 'o', ' ', 'k', 'e', 'e', 'l', ' ', 'y', 'o', 'u', ' ', 'e', 'v', 'e', 'r', 'y', ' ', 't', 'i', 'm', 'e', ' ', 'y', 'o', 'u', ' ', 's', 'p', 'e', 'a', 'k']",['I get so mad when my friends are being little sissy wipes laugh out loud like staawwp I want to keel you every time you speak'],"['i', 'get', 'so', 'mad', 'when', 'my', 'friends', 'are', 'being', 'little', 'sis', '##sy', 'wipe', '##s', 'laugh', 'out', 'loud', 'like', 'st', '##aa', '##w', '##w', '##p', 'i', 'want', 'to', 'keel', 'you', 'every', 'time', 'you', 'speak']",I get so mad when my friend are being little sissy wipe laugh out loud like staawwp I want to keel you every time you speak
Really looking forward to work later ,no,"['really', 'looking', 'forward', 'to', 'work', 'later']","['R', 'e', 'a', 'l', 'l', 'y', ' ', 'l', 'o', 'o', 'k', 'i', 'n', 'g', ' ', 'f', 'o', 'r', 'w', 'a', 'r', 'd', ' ', 't', 'o', ' ', 'w', 'o', 'r', 'k', ' ', 'l', 'a', 't', 'e', 'r', ' ']",['Really looking forward to work later'],"['really', 'looking', 'forward', 'to', 'work', 'later']",Really looking forward to work later
So annoyed about everything and now I have to go to class and give a speech sick af and can barley speak grinning_face_with_sweat grinning_face_with_sweat,no,"['so', 'annoyed', 'about', 'everything', 'and', 'now', 'i', 'have', 'to', 'go', 'to', 'class', 'and', 'give', 'a', 'speech', 'sick', 'af', 'and', 'can', 'barley', 'speak', 'grinning', '_', 'face', '_', 'with', '_', 'sweat', 'grinning', '_', 'face', '_', 'with', '_', 'sweat']","['S', 'o', ' ', 'a', 'n', 'n', 'o', 'y', 'e', 'd', ' ', 'a', 'b', 'o', 'u', 't', ' ', 'e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g', ' ', 'a', 'n', 'd', ' ', 'n', 'o', 'w', ' ', 'I', ' ', 'h', 'a', 'v', 'e', ' ', 't', 'o', ' ', 'g', 'o', ' ', 't', 'o', ' ', 'c', 'l', 'a', 's', 's', ' ', 'a', 'n', 'd', ' ', 'g', 'i', 'v', 'e', ' ', 'a', ' ', 's', 'p', 'e', 'e', 'c', 'h', ' ', 's', 'i', 'c', 'k', ' ', 'a', 'f', ' ', 'a', 'n', 'd', ' ', 'c', 'a', 'n', ' ', 'b', 'a', 'r', 'l', 'e', 'y', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'g', 'r', 'i', 'n', 'n', 'i', 'n', 'g', '_', 'f', 'a', 'c', 'e', '_', 'w', 'i', 't', 'h', '_', 's', 'w', 'e', 'a', 't', ' ', 'g', 'r', 'i', 'n', 'n', 'i', 'n', 'g', '_', 'f', 'a', 'c', 'e', '_', 'w', 'i', 't', 'h', '_', 's', 'w', 'e', 'a', 't']",['So annoyed about everything and now I have to go to class and give a speech sick af and can barley speak grinning_face_with_sweat grinning_face_with_sweat'],"['so', 'annoyed', 'about', 'everything', 'and', 'now', 'i', 'have', 'to', 'go', 'to', 'class', 'and', 'give', 'a', 'speech', 'sick', 'af', 'and', 'can', 'barley', 'speak', 'grinning', '_', 'face', '_', 'with', '_', 'sweat', 'grinning', '_', 'face', '_', 'with', '_', 'sweat']",So annoyed about everything and now I have to go to class and give a speech sick af and can barley speak grinning_face_with_sweat grinning_face_with_sweat
They outcheaa,no,"['they', 'out', '##che', '##aa']","['T', 'h', 'e', 'y', ' ', 'o', 'u', 't', 'c', 'h', 'e', 'a', 'a']",['They outcheaa'],"['they', 'out', '##che', '##aa']",They outcheaa
"Hang on , this isn't my cat ",no,"['hang', 'on', ',', 'this', 'isn', ""'"", 't', 'my', 'cat']","['H', 'a', 'n', 'g', ' ', 'o', 'n', ' ', ',', ' ', 't', 'h', 'i', 's', ' ', 'i', 's', 'n', ""'"", 't', ' ', 'm', 'y', ' ', 'c', 'a', 't', ' ']","[""Hang on , this isn't my cat""]","['hang', 'on', ',', 'this', 'isn', ""'"", 't', 'my', 'cat']","Hang on , this is n't my cat"
"Henleys Jeans tucked into your slazenger socks , NICE ",no,"['henley', '##s', 'jeans', 'tucked', 'into', 'your', 'sl', '##az', '##eng', '##er', 'socks', ',', 'nice']","['H', 'e', 'n', 'l', 'e', 'y', 's', ' ', 'J', 'e', 'a', 'n', 's', ' ', 't', 'u', 'c', 'k', 'e', 'd', ' ', 'i', 'n', 't', 'o', ' ', 'y', 'o', 'u', 'r', ' ', 's', 'l', 'a', 'z', 'e', 'n', 'g', 'e', 'r', ' ', 's', 'o', 'c', 'k', 's', ' ', ',', ' ', 'N', 'I', 'C', 'E', ' ']","['Henleys Jeans tucked into your slazenger socks , NICE']","['henley', '##s', 'jeans', 'tucked', 'into', 'your', 'sl', '##az', '##eng', '##er', 'socks', ',', 'nice']","Henleys Jeans tucked into your slazenger sock , NICE"
I hate having a spot so big when you speak to folk you can see them looking at it hahaha FUCK OFF,no,"['i', 'hate', 'having', 'a', 'spot', 'so', 'big', 'when', 'you', 'speak', 'to', 'folk', 'you', 'can', 'see', 'them', 'looking', 'at', 'it', 'ha', '##ha', '##ha', 'fuck', 'off']","['I', ' ', 'h', 'a', 't', 'e', ' ', 'h', 'a', 'v', 'i', 'n', 'g', ' ', 'a', ' ', 's', 'p', 'o', 't', ' ', 's', 'o', ' ', 'b', 'i', 'g', ' ', 'w', 'h', 'e', 'n', ' ', 'y', 'o', 'u', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'f', 'o', 'l', 'k', ' ', 'y', 'o', 'u', ' ', 'c', 'a', 'n', ' ', 's', 'e', 'e', ' ', 't', 'h', 'e', 'm', ' ', 'l', 'o', 'o', 'k', 'i', 'n', 'g', ' ', 'a', 't', ' ', 'i', 't', ' ', 'h', 'a', 'h', 'a', 'h', 'a', ' ', 'F', 'U', 'C', 'K', ' ', 'O', 'F', 'F']",['I hate having a spot so big when you speak to folk you can see them looking at it hahaha FUCK OFF'],"['i', 'hate', 'having', 'a', 'spot', 'so', 'big', 'when', 'you', 'speak', 'to', 'folk', 'you', 'can', 'see', 'them', 'looking', 'at', 'it', 'ha', '##ha', '##ha', 'fuck', 'off']",I hate having a spot so big when you speak to folk you can see them looking at it hahaha FUCK OFF
can't even go to class today So Devastated,no,"['can', ""'"", 't', 'even', 'go', 'to', 'class', 'today', 'so', 'devastated']","['c', 'a', 'n', ""'"", 't', ' ', 'e', 'v', 'e', 'n', ' ', 'g', 'o', ' ', 't', 'o', ' ', 'c', 'l', 'a', 's', 's', ' ', 't', 'o', 'd', 'a', 'y', ' ', 'S', 'o', ' ', 'D', 'e', 'v', 'a', 's', 't', 'a', 't', 'e', 'd']","[""can't even go to class today So Devastated""]","['can', ""'"", 't', 'even', 'go', 'to', 'class', 'today', 'so', 'devastated']",ca n't even go to class today So Devastated
Waiting at the dot  What fun ,no,"['waiting', 'at', 'the', 'dot', 'what', 'fun']","['W', 'a', 'i', 't', 'i', 'n', 'g', ' ', 'a', 't', ' ', 't', 'h', 'e', ' ', 'd', 'o', 't', ' ', ' ', 'W', 'h', 'a', 't', ' ', 'f', 'u', 'n', ' ']",['Waiting at the dot  What fun'],"['waiting', 'at', 'the', 'dot', 'what', 'fun']",Waiting at the dot What fun
wow you followed me,no,"['wow', 'you', 'followed', 'me']","['w', 'o', 'w', ' ', 'y', 'o', 'u', ' ', 'f', 'o', 'l', 'l', 'o', 'w', 'e', 'd', ' ', 'm', 'e']",['wow you followed me'],"['wow', 'you', 'followed', 'me']",wow you followed me
can't wait to see later today ,no,"['can', ""'"", 't', 'wait', 'to', 'see', 'later', 'today']","['c', 'a', 'n', ""'"", 't', ' ', 'w', 'a', 'i', 't', ' ', 't', 'o', ' ', 's', 'e', 'e', ' ', 'l', 'a', 't', 'e', 'r', ' ', 't', 'o', 'd', 'a', 'y', ' ']","[""can't wait to see later today""]","['can', ""'"", 't', 'wait', 'to', 'see', 'later', 'today']",ca n't wait to see later today
"i keep getting kicked by the skank   who's scared to even speak to me , so fucking rude .",no,"['i', 'keep', 'getting', 'kicked', 'by', 'the', 'ska', '##nk', 'who', ""'"", 's', 'scared', 'to', 'even', 'speak', 'to', 'me', ',', 'so', 'fucking', 'rude', '.']","['i', ' ', 'k', 'e', 'e', 'p', ' ', 'g', 'e', 't', 't', 'i', 'n', 'g', ' ', 'k', 'i', 'c', 'k', 'e', 'd', ' ', 'b', 'y', ' ', 't', 'h', 'e', ' ', 's', 'k', 'a', 'n', 'k', ' ', ' ', ' ', 'w', 'h', 'o', ""'"", 's', ' ', 's', 'c', 'a', 'r', 'e', 'd', ' ', 't', 'o', ' ', 'e', 'v', 'e', 'n', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'm', 'e', ' ', ',', ' ', 's', 'o', ' ', 'f', 'u', 'c', 'k', 'i', 'n', 'g', ' ', 'r', 'u', 'd', 'e', ' ', '.']","[""i keep getting kicked by the skank   who's scared to even speak to me , so fucking rude .""]","['i', 'keep', 'getting', 'kicked', 'by', 'the', 'ska', '##nk', 'who', ""'"", 's', 'scared', 'to', 'even', 'speak', 'to', 'me', ',', 'so', 'fucking', 'rude', '.']","i keep getting kicked by the skank who 's scared to even speak to me , so fucking rude ."
Want to have someone to speak to I'm so bored loudly_crying_face,no,"['want', 'to', 'have', 'someone', 'to', 'speak', 'to', 'i', ""'"", 'm', 'so', 'bored', 'loudly', '_', 'crying', '_', 'face']","['W', 'a', 'n', 't', ' ', 't', 'o', ' ', 'h', 'a', 'v', 'e', ' ', 's', 'o', 'm', 'e', 'o', 'n', 'e', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'I', ""'"", 'm', ' ', 's', 'o', ' ', 'b', 'o', 'r', 'e', 'd', ' ', 'l', 'o', 'u', 'd', 'l', 'y', '_', 'c', 'r', 'y', 'i', 'n', 'g', '_', 'f', 'a', 'c', 'e']","[""Want to have someone to speak to I'm so bored loudly_crying_face""]","['want', 'to', 'have', 'someone', 'to', 'speak', 'to', 'i', ""'"", 'm', 'so', 'bored', 'loudly', '_', 'crying', '_', 'face']",Want to have someone to speak to I 'm so bored loudly_crying_face
"Sometime wonder why I speak to josh he's so horrible to me , DICK",no,"['sometime', 'wonder', 'why', 'i', 'speak', 'to', 'josh', 'he', ""'"", 's', 'so', 'horrible', 'to', 'me', ',', 'dick']","['S', 'o', 'm', 'e', 't', 'i', 'm', 'e', ' ', 'w', 'o', 'n', 'd', 'e', 'r', ' ', 'w', 'h', 'y', ' ', 'I', ' ', 's', 'p', 'e', 'a', 'k', ' ', 't', 'o', ' ', 'j', 'o', 's', 'h', ' ', 'h', 'e', ""'"", 's', ' ', 's', 'o', ' ', 'h', 'o', 'r', 'r', 'i', 'b', 'l', 'e', ' ', 't', 'o', ' ', 'm', 'e', ' ', ',', ' ', 'D', 'I', 'C', 'K']","[""Sometime wonder why I speak to josh he's so horrible to me , DICK""]","['sometime', 'wonder', 'why', 'i', 'speak', 'to', 'josh', 'he', ""'"", 's', 'so', 'horrible', 'to', 'me', ',', 'dick']","Sometime wonder why I speak to josh he 's so horrible to me , DICK"
just this week I think . Do you want me to put you in touch so you can speak with the guy ,no,"['just', 'this', 'week', 'i', 'think', '.', 'do', 'you', 'want', 'me', 'to', 'put', 'you', 'in', 'touch', 'so', 'you', 'can', 'speak', 'with', 'the', 'guy']","['j', 'u', 's', 't', ' ', 't', 'h', 'i', 's', ' ', 'w', 'e', 'e', 'k', ' ', 'I', ' ', 't', 'h', 'i', 'n', 'k', ' ', '.', ' ', 'D', 'o', ' ', 'y', 'o', 'u', ' ', 'w', 'a', 'n', 't', ' ', 'm', 'e', ' ', 't', 'o', ' ', 'p', 'u', 't', ' ', 'y', 'o', 'u', ' ', 'i', 'n', ' ', 't', 'o', 'u', 'c', 'h', ' ', 's', 'o', ' ', 'y', 'o', 'u', ' ', 'c', 'a', 'n', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'e', ' ', 'g', 'u', 'y', ' ']","['just this week I think .', 'Do you want me to put you in touch so you can speak with the guy']","['just', 'this', 'week', 'i', 'think', '.', 'do', 'you', 'want', 'me', 'to', 'put', 'you', 'in', 'touch', 'so', 'you', 'can', 'speak', 'with', 'the', 'guy']",just this week I think . Do you want me to put you in touch so you can speak with the guy
who,no,['who'],"['w', 'h', 'o']",['who'],['who'],who
I hate Twitter ,no,"['i', 'hate', 'twitter']","['I', ' ', 'h', 'a', 't', 'e', ' ', 'T', 'w', 'i', 't', 't', 'e', 'r', ' ']",['I hate Twitter'],"['i', 'hate', 'twitter']",I hate Twitter
good but there's a lot of Katie's around so I don't know but we need to speak more shaking my head,no,"['good', 'but', 'there', ""'"", 's', 'a', 'lot', 'of', 'katie', ""'"", 's', 'around', 'so', 'i', 'don', ""'"", 't', 'know', 'but', 'we', 'need', 'to', 'speak', 'more', 'shaking', 'my', 'head']","['g', 'o', 'o', 'd', ' ', 'b', 'u', 't', ' ', 't', 'h', 'e', 'r', 'e', ""'"", 's', ' ', 'a', ' ', 'l', 'o', 't', ' ', 'o', 'f', ' ', 'K', 'a', 't', 'i', 'e', ""'"", 's', ' ', 'a', 'r', 'o', 'u', 'n', 'd', ' ', 's', 'o', ' ', 'I', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 'k', 'n', 'o', 'w', ' ', 'b', 'u', 't', ' ', 'w', 'e', ' ', 'n', 'e', 'e', 'd', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'm', 'o', 'r', 'e', ' ', 's', 'h', 'a', 'k', 'i', 'n', 'g', ' ', 'm', 'y', ' ', 'h', 'e', 'a', 'd']","[""good but there's a lot of Katie's around so I don't know but we need to speak more shaking my head""]","['good', 'but', 'there', ""'"", 's', 'a', 'lot', 'of', 'katie', ""'"", 's', 'around', 'so', 'i', 'don', ""'"", 't', 'know', 'but', 'we', 'need', 'to', 'speak', 'more', 'shaking', 'my', 'head']",good but there 's a lot of Katie 's around so I do n't know but we need to speak more shaking my head
My wife making my cake  ,no,"['my', 'wife', 'making', 'my', 'cake']","['M', 'y', ' ', 'w', 'i', 'f', 'e', ' ', 'm', 'a', 'k', 'i', 'n', 'g', ' ', 'm', 'y', ' ', 'c', 'a', 'k', 'e', ' ', ' ']",['My wife making my cake'],"['my', 'wife', 'making', 'my', 'cake']",My wife making my cake
I'm ab out to be knocked tf out .,no,"['i', ""'"", 'm', 'ab', 'out', 'to', 'be', 'knocked', 't', '##f', 'out', '.']","['I', ""'"", 'm', ' ', 'a', 'b', ' ', 'o', 'u', 't', ' ', 't', 'o', ' ', 'b', 'e', ' ', 'k', 'n', 'o', 'c', 'k', 'e', 'd', ' ', 't', 'f', ' ', 'o', 'u', 't', ' ', '.']","[""I'm ab out to be knocked tf out .""]","['i', ""'"", 'm', 'ab', 'out', 'to', 'be', 'knocked', 't', '##f', 'out', '.']",I 'm ab out to be knocked tf out .
Husband and wife singing tenor together  so sweet,no,"['husband', 'and', 'wife', 'singing', 'tenor', 'together', 'so', 'sweet']","['H', 'u', 's', 'b', 'a', 'n', 'd', ' ', 'a', 'n', 'd', ' ', 'w', 'i', 'f', 'e', ' ', 's', 'i', 'n', 'g', 'i', 'n', 'g', ' ', 't', 'e', 'n', 'o', 'r', ' ', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r', ' ', ' ', 's', 'o', ' ', 's', 'w', 'e', 'e', 't']",['Husband and wife singing tenor together  so sweet'],"['husband', 'and', 'wife', 'singing', 'tenor', 'together', 'so', 'sweet']",Husband and wife singing tenor together so sweet
Want to speak english but my pronounciation so bad  ,no,"['want', 'to', 'speak', 'english', 'but', 'my', 'pro', '##no', '##unciation', 'so', 'bad']","['W', 'a', 'n', 't', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'e', 'n', 'g', 'l', 'i', 's', 'h', ' ', 'b', 'u', 't', ' ', 'm', 'y', ' ', 'p', 'r', 'o', 'n', 'o', 'u', 'n', 'c', 'i', 'a', 't', 'i', 'o', 'n', ' ', 's', 'o', ' ', 'b', 'a', 'd', ' ', ' ']",['Want to speak english but my pronounciation so bad'],"['want', 'to', 'speak', 'english', 'but', 'my', 'pro', '##no', '##unciation', 'so', 'bad']",Want to speak english but my pronounciation so bad
I just so happen to black & you just so happen to be white & claiming you a nigga . I got every right to speak my mind aha,no,"['i', 'just', 'so', 'happen', 'to', 'black', '&', 'you', 'just', 'so', 'happen', 'to', 'be', 'white', '&', 'claiming', 'you', 'a', 'ni', '##gga', '.', 'i', 'got', 'every', 'right', 'to', 'speak', 'my', 'mind', 'ah', '##a']","['I', ' ', 'j', 'u', 's', 't', ' ', 's', 'o', ' ', 'h', 'a', 'p', 'p', 'e', 'n', ' ', 't', 'o', ' ', 'b', 'l', 'a', 'c', 'k', ' ', '&', ' ', 'y', 'o', 'u', ' ', 'j', 'u', 's', 't', ' ', 's', 'o', ' ', 'h', 'a', 'p', 'p', 'e', 'n', ' ', 't', 'o', ' ', 'b', 'e', ' ', 'w', 'h', 'i', 't', 'e', ' ', '&', ' ', 'c', 'l', 'a', 'i', 'm', 'i', 'n', 'g', ' ', 'y', 'o', 'u', ' ', 'a', ' ', 'n', 'i', 'g', 'g', 'a', ' ', '.', ' ', 'I', ' ', 'g', 'o', 't', ' ', 'e', 'v', 'e', 'r', 'y', ' ', 'r', 'i', 'g', 'h', 't', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'm', 'y', ' ', 'm', 'i', 'n', 'd', ' ', 'a', 'h', 'a']","['I just so happen to black & you just so happen to be white & claiming you a nigga .', 'I got every right to speak my mind aha']","['i', 'just', 'so', 'happen', 'to', 'black', '&', 'you', 'just', 'so', 'happen', 'to', 'be', 'white', '&', 'claiming', 'you', 'a', 'ni', '##gga', '.', 'i', 'got', 'every', 'right', 'to', 'speak', 'my', 'mind', 'ah', '##a']",I just so happen to black & you just so happen to be white & claiming you a nigga . I got every right to speak my mind aha
"I feel so honored 2 organizations , one from NCCU & one from UNCG , want me to come speak at their school relieved_face",no,"['i', 'feel', 'so', 'honored', '2', 'organizations', ',', 'one', 'from', 'nc', '##cu', '&', 'one', 'from', 'un', '##c', '##g', ',', 'want', 'me', 'to', 'come', 'speak', 'at', 'their', 'school', 'relieved', '_', 'face']","['I', ' ', 'f', 'e', 'e', 'l', ' ', 's', 'o', ' ', 'h', 'o', 'n', 'o', 'r', 'e', 'd', ' ', '2', ' ', 'o', 'r', 'g', 'a', 'n', 'i', 'z', 'a', 't', 'i', 'o', 'n', 's', ' ', ',', ' ', 'o', 'n', 'e', ' ', 'f', 'r', 'o', 'm', ' ', 'N', 'C', 'C', 'U', ' ', '&', ' ', 'o', 'n', 'e', ' ', 'f', 'r', 'o', 'm', ' ', 'U', 'N', 'C', 'G', ' ', ',', ' ', 'w', 'a', 'n', 't', ' ', 'm', 'e', ' ', 't', 'o', ' ', 'c', 'o', 'm', 'e', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'a', 't', ' ', 't', 'h', 'e', 'i', 'r', ' ', 's', 'c', 'h', 'o', 'o', 'l', ' ', 'r', 'e', 'l', 'i', 'e', 'v', 'e', 'd', '_', 'f', 'a', 'c', 'e']","['I feel so honored 2 organizations , one from NCCU & one from UNCG , want me to come speak at their school relieved_face']","['i', 'feel', 'so', 'honored', '2', 'organizations', ',', 'one', 'from', 'nc', '##cu', '&', 'one', 'from', 'un', '##c', '##g', ',', 'want', 'me', 'to', 'come', 'speak', 'at', 'their', 'school', 'relieved', '_', 'face']","I feel so honored 2 organization , one from NCCU & one from UNCG , want me to come speak at their school relieved_face"
I don't know . This gives people space to speak on their frustrations so  let it out .,no,"['i', 'don', ""'"", 't', 'know', '.', 'this', 'gives', 'people', 'space', 'to', 'speak', 'on', 'their', 'frustration', '##s', 'so', 'let', 'it', 'out', '.']","['I', ' ', 'd', 'o', 'n', ""'"", 't', ' ', 'k', 'n', 'o', 'w', ' ', '.', ' ', 'T', 'h', 'i', 's', ' ', 'g', 'i', 'v', 'e', 's', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 's', 'p', 'a', 'c', 'e', ' ', 't', 'o', ' ', 's', 'p', 'e', 'a', 'k', ' ', 'o', 'n', ' ', 't', 'h', 'e', 'i', 'r', ' ', 'f', 'r', 'u', 's', 't', 'r', 'a', 't', 'i', 'o', 'n', 's', ' ', 's', 'o', ' ', ' ', 'l', 'e', 't', ' ', 'i', 't', ' ', 'o', 'u', 't', ' ', '.']","[""I don't know ."", 'This gives people space to speak on their frustrations so  let it out .']","['i', 'don', ""'"", 't', 'know', '.', 'this', 'gives', 'people', 'space', 'to', 'speak', 'on', 'their', 'frustration', '##s', 'so', 'let', 'it', 'out', '.']",I do n't know . This give people space to speak on their frustration so let it out .
