Tweet,Sarcasm,tokens
I have  different types of mad  hollow_red_circle  When I'm so mad that I cry hollow_red_circle  When I'm mad and I snap hollow_red_circle  When I'm mad and just don't speak to anybody,yes,"['I', 'have', 'different', 'types', 'of', 'mad', 'hollow_red_circle', 'When', ""I'm"", 'so', 'mad', 'that', 'I', 'cry', 'hollow_red_circle', 'When', ""I'm"", 'mad', 'and', 'I', 'snap', 'hollow_red_circle', 'When', ""I'm"", 'mad', 'and', 'just', ""don't"", 'speak', 'to', 'anybody']"
$ 2 for the next two weeks . Life's awesome . ,yes,"['$', '2', 'for', 'the', 'next', 'two', 'weeks', '.', ""Life's"", 'awesome', '.']"
I love people who only talk shit on twitter  ,yes,"['I', 'love', 'people', 'who', 'only', 'talk', 'shit', 'on', 'twitter']"
I love it when avocados are mushy on one side and completely unripe on the other .  ,yes,"['I', 'love', 'it', 'when', 'avocados', 'are', 'mushy', 'on', 'one', 'side', 'and', 'completely', 'unripe', 'on', 'the', 'other', '.']"
"ebola spreading like  in africa .. obama's response , of course  enough    ",yes,"['ebola', 'spreading', 'like', 'in', 'africa', '..', ""obama's"", 'response', ',', 'of', 'course', 'enough']"
nothing gets me quite as hard as losing ranked games over and over and over . LOVE IT . SO MUCH . ,yes,"['nothing', 'gets', 'me', 'quite', 'as', 'hard', 'as', 'losing', 'ranked', 'games', 'over', 'and', 'over', 'and', 'over', '.', 'LOVE', 'IT', '.', 'SO', 'MUCH', '.']"
"Yes , you can speak like a native  We've got the magic potion ",yes,"['Yes', ',', 'you', 'can', 'speak', 'like', 'a', 'native', ""We've"", 'got', 'the', 'magic', 'potion']"
"I love being told I have to meet someone at 90 . Then , being told I have to wait . B  c I don't have anything else to do today ",yes,"['I', 'love', 'being', 'told', 'I', 'have', 'to', 'meet', 'someone', 'at', '90', '.', 'Then', ',', 'being', 'told', 'I', 'have', 'to', 'wait', '.', 'B', 'c', 'I', ""don't"", 'have', 'anything', 'else', 'to', 'do', 'today']"
Oh how I love not being able to breathe out of my nose  confounded_face anxious_face_with_sweat ,yes,"['Oh', 'how', 'I', 'love', 'not', 'being', 'able', 'to', 'breathe', 'out', 'of', 'my', 'nose', 'confounded_face', 'anxious_face_with_sweat']"
Going to school  Yay ,yes,"['Going', 'to', 'school', 'Yay']"
"great to speak with you Tor , I'm so glad that business is Booming . Hard work & passion always pays off , 150 % growth is great ",yes,"['great', 'to', 'speak', 'with', 'you', 'Tor', ',', ""I'm"", 'so', 'glad', 'that', 'business', 'is', 'Booming', '.', 'Hard', 'work', '&', 'passion', 'always', 'pays', 'off', ',', '150', '%', 'growth', 'is', 'great']"
A creepy guy called me beautiful and asked for my number .. I said I wasn't looking for a boyfriend right now    ,yes,"['A', 'creepy', 'guy', 'called', 'me', 'beautiful', 'and', 'asked', 'for', 'my', 'number', '..', 'I', 'said', 'I', ""wasn't"", 'looking', 'for', 'a', 'boyfriend', 'right', 'now']"
BEING PUT ON HOLD IS SO INFURIATING . so angry . cannot cope with this . 4 companies to speak to .  hours of BS endured already . kill me .,yes,"['BEING', 'PUT', 'ON', 'HOLD', 'IS', 'SO', 'INFURIATING', '.', 'so', 'angry', '.', 'cannot', 'cope', 'with', 'this', '.', '4', 'companies', 'to', 'speak', 'to', '.', 'hours', 'of', 'BS', 'endured', 'already', '.', 'kill', 'me', '.']"
"If the new Apple Pay system delivers on its promise , financial transactions will be revolutionise",yes,"['If', 'the', 'new', 'Apple', 'Pay', 'system', 'delivers', 'on', 'its', 'promise', ',', 'financial', 'transactions', 'will', 'be', 'revolutionise']"
Are You Thinking About Making A Permanent Move Somewhere Hot  If so the BBC would love to speak with you ,yes,"['Are', 'You', 'Thinking', 'About', 'Making', 'A', 'Permanent', 'Move', 'Somewhere', 'Hot', 'If', 'so', 'the', 'BBC', 'would', 'love', 'to', 'speak', 'with', 'you']"
Being bamboozled with compliments this eve unamused_face disappointed_face,yes,"['Being', 'bamboozled', 'with', 'compliments', 'this', 'eve', 'unamused_face', 'disappointed_face']"
I love how we went from 90 degrees to 60 in one week basically  ,yes,"['I', 'love', 'how', 'we', 'went', 'from', '90', 'degrees', 'to', '60', 'in', 'one', 'week', 'basically']"
I'm glad that was taken away from me after it was promised .,yes,"[""I'm"", 'glad', 'that', 'was', 'taken', 'away', 'from', 'me', 'after', 'it', 'was', 'promised', '.']"
"Every time a woman is pregnant , you should assume it's pregnancy .. because really all women are is baby factories ",yes,"['Every', 'time', 'a', 'woman', 'is', 'pregnant', ',', 'you', 'should', 'assume', ""it's"", 'pregnancy', '..', 'because', 'really', 'all', 'women', 'are', 'is', 'baby', 'factories']"
"At my favorite place on earth , immigration .",yes,"['At', 'my', 'favorite', 'place', 'on', 'earth', ',', 'immigration', '.']"
Had a nice naptime with today   ,yes,"['Had', 'a', 'nice', 'naptime', 'with', 'today']"
I am absolutely  trying to fit in    ,yes,"['I', 'am', 'absolutely', 'trying', 'to', 'fit', 'in']"
105 degrees in Claremont today   ,yes,"['105', 'degrees', 'in', 'Claremont', 'today']"
"Are you currently doing collaborations with bloggers  If so , I would love to speak further with you .",yes,"['Are', 'you', 'currently', 'doing', 'collaborations', 'with', 'bloggers', 'If', 'so', ',', 'I', 'would', 'love', 'to', 'speak', 'further', 'with', 'you', '.']"
i just imagined you dancing like this,no,"['i', 'just', 'imagined', 'you', 'dancing', 'like', 'this']"
I don't sail dream welcome to reality spoil me with loyalty keep yo cash think nigga ain't shit shouldn't speak so fast BABY I'm 1 of a KIND,no,"['I', ""don't"", 'sail', 'dream', 'welcome', 'to', 'reality', 'spoil', 'me', 'with', 'loyalty', 'keep', 'yo', 'cash', 'think', 'nigga', ""ain't"", 'shit', ""shouldn't"", 'speak', 'so', 'fast', 'BABY', ""I'm"", '1', 'of', 'a', 'KIND']"
"You don't even hardly speak to me Tell me , what could it be that lets you walk away so freely",no,"['You', ""don't"", 'even', 'hardly', 'speak', 'to', 'me', 'Tell', 'me', ',', 'what', 'could', 'it', 'be', 'that', 'lets', 'you', 'walk', 'away', 'so', 'freely']"
"Ah I understand , though . I'm just as embarrassed trying to speak French or Spanish because I'm so bad at those",no,"['Ah', 'I', 'understand', ',', 'though', '.', ""I'm"", 'just', 'as', 'embarrassed', 'trying', 'to', 'speak', 'French', 'or', 'Spanish', 'because', ""I'm"", 'so', 'bad', 'at', 'those']"
"I hope so , I'll try and speak to my tutor Monday I think",no,"['I', 'hope', 'so', ',', ""I'll"", 'try', 'and', 'speak', 'to', 'my', 'tutor', 'Monday', 'I', 'think']"
"Glad . It means that our children will , in future , be less afraid to speak out now they are being educated to do so .",no,"['Glad', '.', 'It', 'means', 'that', 'our', 'children', 'will', ',', 'in', 'future', ',', 'be', 'less', 'afraid', 'to', 'speak', 'out', 'now', 'they', 'are', 'being', 'educated', 'to', 'do', 'so', '.']"
I liked a video from ONETIME WEBINAR  How to Monetize Meetup So You Can Speak More and,no,"['I', 'liked', 'a', 'video', 'from', 'ONETIME', 'WEBINAR', 'How', 'to', 'Monetize', 'Meetup', 'So', 'You', 'Can', 'Speak', 'More', 'and']"
These tuff,no,"['These', 'tuff']"
Goodbye from ZEN  Great to speak to so many businesses and sign them up to the Zero Emissions Network ,no,"['Goodbye', 'from', 'ZEN', 'Great', 'to', 'speak', 'to', 'so', 'many', 'businesses', 'and', 'sign', 'them', 'up', 'to', 'the', 'Zero', 'Emissions', 'Network']"
actions speak louder than words so always listen to what people are telling you with your eyes rather than your ears .,no,"['actions', 'speak', 'louder', 'than', 'words', 'so', 'always', 'listen', 'to', 'what', 'people', 'are', 'telling', 'you', 'with', 'your', 'eyes', 'rather', 'than', 'your', 'ears', '.']"
Finally   and then I'll be able to speak french next year  I hope so ,no,"['Finally', 'and', 'then', ""I'll"", 'be', 'able', 'to', 'speak', 'french', 'next', 'year', 'I', 'hope', 'so']"
"if you want to be cool , we can be cool . but your appraisal of the event is based on limited knowledge , so speak softly",no,"['if', 'you', 'want', 'to', 'be', 'cool', ',', 'we', 'can', 'be', 'cool', '.', 'but', 'your', 'appraisal', 'of', 'the', 'event', 'is', 'based', 'on', 'limited', 'knowledge', ',', 'so', 'speak', 'softly']"
Worst decision I've ever made  ,no,"['Worst', 'decision', ""I've"", 'ever', 'made']"
just tried ringing you but I think your phones off so I'll speak to you tomorrow x,no,"['just', 'tried', 'ringing', 'you', 'but', 'I', 'think', 'your', 'phones', 'off', 'so', ""I'll"", 'speak', 'to', 'you', 'tomorrow', 'x']"
how could you speak down on your female to impress the next that's so weak .,no,"['how', 'could', 'you', 'speak', 'down', 'on', 'your', 'female', 'to', 'impress', 'the', 'next', ""that's"", 'so', 'weak', '.']"
"actions speak louder than words , so just know your words are dirt to me until you prove it to me",no,"['actions', 'speak', 'louder', 'than', 'words', ',', 'so', 'just', 'know', 'your', 'words', 'are', 'dirt', 'to', 'me', 'until', 'you', 'prove', 'it', 'to', 'me']"
"Such a nice day out , let's go swimming ",no,"['Such', 'a', 'nice', 'day', 'out', ',', ""let's"", 'go', 'swimming']"
and I during bleacher mania   ,no,"['and', 'I', 'during', 'bleacher', 'mania']"
"If anyone is paying sick amount of  bills & want to pay less then just dm me your name & number , so an adviser will speak to you soon x",no,"['If', 'anyone', 'is', 'paying', 'sick', 'amount', 'of', 'bills', '&', 'want', 'to', 'pay', 'less', 'then', 'just', 'dm', 'me', 'your', 'name', '&', 'number', ',', 'so', 'an', 'adviser', 'will', 'speak', 'to', 'you', 'soon', 'x']"
Its late and its still so crowded ..,no,"['Its', 'late', 'and', 'its', 'still', 'so', 'crowded', '..']"
"If You Don't Fuck W Me , raised_hand You Gotta Speak Up , So When I'm Shittin On These Mfs I Won't Forget To Shit On You Too kiss_mark",no,"['If', 'You', ""Don't"", 'Fuck', 'W', 'Me', ',', 'raised_hand', 'You', 'Gotta', 'Speak', 'Up', ',', 'So', 'When', ""I'm"", 'Shittin', 'On', 'These', 'Mfs', 'I', ""Won't"", 'Forget', 'To', 'Shit', 'On', 'You', 'Too', 'kiss_mark']"
This picture is so  we don't want to speak English ,no,"['This', 'picture', 'is', 'so', 'we', ""don't"", 'want', 'to', 'speak', 'English']"
that's so nice of you .,no,"[""that's"", 'so', 'nice', 'of', 'you', '.']"
Nih min buat fans arsenal supersoccer  D,no,"['Nih', 'min', 'buat', 'fans', 'arsenal', 'supersoccer', 'D']"
Knew this would happen .,no,"['Knew', 'this', 'would', 'happen', '.']"
good seeing you last night . haha,no,"['good', 'seeing', 'you', 'last', 'night', '.', 'haha']"
I can't even speak to them face to face anyway so why would they need me,no,"['I', ""can't"", 'even', 'speak', 'to', 'them', 'face', 'to', 'face', 'anyway', 'so', 'why', 'would', 'they', 'need', 'me']"
Free condoms and lube  ,no,"['Free', 'condoms', 'and', 'lube']"
if I played football this is what they would make me do  via,no,"['if', 'I', 'played', 'football', 'this', 'is', 'what', 'they', 'would', 'make', 'me', 'do', 'via']"
So they guy from the Uni basically told me that if I know how to speak english they will accept me and I will be moving to California . Cool .,no,"['So', 'they', 'guy', 'from', 'the', 'Uni', 'basically', 'told', 'me', 'that', 'if', 'I', 'know', 'how', 'to', 'speak', 'english', 'they', 'will', 'accept', 'me', 'and', 'I', 'will', 'be', 'moving', 'to', 'California', '.', 'Cool', '.']"
follow me so you can actually speak to me instead of writing bitchy tweets and then deleting them clapping_hands clapping_hands clapping_hands,no,"['follow', 'me', 'so', 'you', 'can', 'actually', 'speak', 'to', 'me', 'instead', 'of', 'writing', 'bitchy', 'tweets', 'and', 'then', 'deleting', 'them', 'clapping_hands', 'clapping_hands', 'clapping_hands']"
I didn't even speak to her that much but this is so sad .,no,"['I', ""didn't"", 'even', 'speak', 'to', 'her', 'that', 'much', 'but', 'this', 'is', 'so', 'sad', '.']"
Woo best part is the library tour,no,"['Woo', 'best', 'part', 'is', 'the', 'library', 'tour']"
I get so mad when my friends are being little sissy wipes laugh out loud like staawwp I want to keel you every time you speak,no,"['I', 'get', 'so', 'mad', 'when', 'my', 'friends', 'are', 'being', 'little', 'sissy', 'wipes', 'laugh', 'out', 'loud', 'like', 'staawwp', 'I', 'want', 'to', 'keel', 'you', 'every', 'time', 'you', 'speak']"
Really looking forward to work later ,no,"['Really', 'looking', 'forward', 'to', 'work', 'later']"
So annoyed about everything and now I have to go to class and give a speech sick af and can barley speak grinning_face_with_sweat grinning_face_with_sweat,no,"['So', 'annoyed', 'about', 'everything', 'and', 'now', 'I', 'have', 'to', 'go', 'to', 'class', 'and', 'give', 'a', 'speech', 'sick', 'af', 'and', 'can', 'barley', 'speak', 'grinning_face_with_sweat', 'grinning_face_with_sweat']"
They outcheaa,no,"['They', 'outcheaa']"
"Hang on , this isn't my cat ",no,"['Hang', 'on', ',', 'this', ""isn't"", 'my', 'cat']"
"Henleys Jeans tucked into your slazenger socks , NICE ",no,"['Henleys', 'Jeans', 'tucked', 'into', 'your', 'slazenger', 'socks', ',', 'NICE']"
I hate having a spot so big when you speak to folk you can see them looking at it hahaha FUCK OFF,no,"['I', 'hate', 'having', 'a', 'spot', 'so', 'big', 'when', 'you', 'speak', 'to', 'folk', 'you', 'can', 'see', 'them', 'looking', 'at', 'it', 'hahaha', 'FUCK', 'OFF']"
can't even go to class today So Devastated,no,"[""can't"", 'even', 'go', 'to', 'class', 'today', 'So', 'Devastated']"
Waiting at the dot  What fun ,no,"['Waiting', 'at', 'the', 'dot', 'What', 'fun']"
wow you followed me,no,"['wow', 'you', 'followed', 'me']"
can't wait to see later today ,no,"[""can't"", 'wait', 'to', 'see', 'later', 'today']"
"i keep getting kicked by the skank   who's scared to even speak to me , so fucking rude .",no,"['i', 'keep', 'getting', 'kicked', 'by', 'the', 'skank', ""who's"", 'scared', 'to', 'even', 'speak', 'to', 'me', ',', 'so', 'fucking', 'rude', '.']"
Want to have someone to speak to I'm so bored loudly_crying_face,no,"['Want', 'to', 'have', 'someone', 'to', 'speak', 'to', ""I'm"", 'so', 'bored', 'loudly_crying_face']"
"Sometime wonder why I speak to josh he's so horrible to me , DICK",no,"['Sometime', 'wonder', 'why', 'I', 'speak', 'to', 'josh', ""he's"", 'so', 'horrible', 'to', 'me', ',', 'DICK']"
just this week I think . Do you want me to put you in touch so you can speak with the guy ,no,"['just', 'this', 'week', 'I', 'think', '.', 'Do', 'you', 'want', 'me', 'to', 'put', 'you', 'in', 'touch', 'so', 'you', 'can', 'speak', 'with', 'the', 'guy']"
who,no,['who']
I hate Twitter ,no,"['I', 'hate', 'Twitter']"
good but there's a lot of Katie's around so I don't know but we need to speak more shaking my head,no,"['good', 'but', ""there's"", 'a', 'lot', 'of', ""Katie's"", 'around', 'so', 'I', ""don't"", 'know', 'but', 'we', 'need', 'to', 'speak', 'more', 'shaking', 'my', 'head']"
My wife making my cake  ,no,"['My', 'wife', 'making', 'my', 'cake']"
I'm ab out to be knocked tf out .,no,"[""I'm"", 'ab', 'out', 'to', 'be', 'knocked', 'tf', 'out', '.']"
Husband and wife singing tenor together  so sweet,no,"['Husband', 'and', 'wife', 'singing', 'tenor', 'together', 'so', 'sweet']"
Want to speak english but my pronounciation so bad  ,no,"['Want', 'to', 'speak', 'english', 'but', 'my', 'pronounciation', 'so', 'bad']"
I just so happen to black & you just so happen to be white & claiming you a nigga . I got every right to speak my mind aha,no,"['I', 'just', 'so', 'happen', 'to', 'black', '&', 'you', 'just', 'so', 'happen', 'to', 'be', 'white', '&', 'claiming', 'you', 'a', 'nigga', '.', 'I', 'got', 'every', 'right', 'to', 'speak', 'my', 'mind', 'aha']"
"I feel so honored 2 organizations , one from NCCU & one from UNCG , want me to come speak at their school relieved_face",no,"['I', 'feel', 'so', 'honored', '2', 'organizations', ',', 'one', 'from', 'NCCU', '&', 'one', 'from', 'UNCG', ',', 'want', 'me', 'to', 'come', 'speak', 'at', 'their', 'school', 'relieved_face']"
I don't know . This gives people space to speak on their frustrations so  let it out .,no,"['I', ""don't"", 'know', '.', 'This', 'gives', 'people', 'space', 'to', 'speak', 'on', 'their', 'frustrations', 'so', 'let', 'it', 'out', '.']"
"I'd like to . Maybe spanish , bc so many ppl speak it here in California .",no,"[""I'd"", 'like', 'to', '.', 'Maybe', 'spanish', ',', 'bc', 'so', 'many', 'ppl', 'speak', 'it', 'here', 'in', 'California', '.']"
ikr  Im glad to hear your good I'm cool as well babes I Still speak to lucy  I miss you guys so much  Xxx,no,"['ikr', 'Im', 'glad', 'to', 'hear', 'your', 'good', ""I'm"", 'cool', 'as', 'well', 'babes', 'I', 'Still', 'speak', 'to', 'lucy', 'I', 'miss', 'you', 'guys', 'so', 'much', 'Xxx']"
i finally got to speak to lila though wOw this is so surreal,no,"['i', 'finally', 'got', 'to', 'speak', 'to', 'lila', 'though', 'wOw', 'this', 'is', 'so', 'surreal']"
I'd probably know how to speak Spanish so that would've been hella tight ,no,"[""I'd"", 'probably', 'know', 'how', 'to', 'speak', 'Spanish', 'so', 'that', ""would've"", 'been', 'hella', 'tight']"
