Tweet,Sarcasm
If I dnt bag I'll be thinking bout yo ass for the whole week . No time for cold feet . He too bad to pass so fine I'm gon speak .,no
If they're all out I'm gonna have to speak to my professor  Discussing that you are poor and can't meet requirements is so embarrassing .,no
Norwood day . Sept 8th ,no
So these absurd hypothesis shows ignorance  you don't love me and I don't give a fucking shit  but try to read before you speak,no
Long bus rides  .,no
sometimes it is favorable to me . but I say to them no  I speak to them why I do so . it is a protest against policy of Latvia,no
I have no reason to understand or speak Spanish correctly so therefore I will not . 🇺 🇸,no
Is the rascal flatts concert tonight ,no
If I had the chance to speak to 5sos I would be so so so so happy ,no
addition . You clearly don't know much about what you're trying to speak on so like I said . LEAVE IT SIS .,no
HOW DO YOU HAVE SO MUCH TO SPEAK ABOUT AT 7AM  ,no
SOO EXCITED FOR THIS CROSS COUNTRY MEET  ,no
If you know something that is so bad that it will destroy the  are you prepared to speak up  We need ,no
I would listen to our wonderful President Michael D Higgins speak all day . His every word is so eloquently put . Very proud of our President thumbs_up,no
"God just wants you to trust him without a doubt , he'll speak to you when you need it most so stop looking for answers",no
"her nigga in jail so now she speak to me    shaking my head . and my ass said sup girl . shaking my head , such fuckin fuckery",no
When its time to speak up . Do so ,no
 cant answer this twitter   ,no
This about sums it up .,no
"If the GOP want to speak with one voice , then they need to act . To date they have done nothing , so Obama has to do what is best .",no
I'm gonna go back to bed  at least for an hour or so . No more freaking headaches  Speak to u soon ,no
in such a happy mood,no
I swear Ashley is such a sweet cutey,no
My bed is love right now     ,no
So the now asks the Dog to speak about international relations  ,no
Global Forum  Media panel  the issue is so political that many don't want to speak out & make a bad situation worse,no
I know you speak to so many people yet I still try face_without_mouth face_without_mouth,no
"I don't know why it's so hard to speak to you now , I hate it .",no
"Oh Sansa , you have the best ideas .",no
but you hate Star Wars so you aren't allowed to speak,no
I have to ask why do you let Nathan speak so poorly about your mother  If it wasn't for Babs god only know what would've,no
I'd be more than happy to speak to the press laugh out loud  So bloody what your just happy your man is home  Spiteful people,no
my dad told me to speak to his wife so she doesn't go off wtf I'll fight her .,no
hi im malaysian and i speak both english and malay so tweet me when you want to learn how to speak in malay,no
Woohoo women's rights   ,no
People tend to say one thing then do another . That's why actions speak so much louder than words,no
Everyone deserves a chance to speak to their sunshine so good luck everyone ,no
Feel so bad but their are always so many dodgy people at bus stations . This creepy old guy with no t shirt on tried to speak to me expressionless_face,no
8th grade orientation tonight ,no
"Every time I speak to Kate I could so easily burst into tears , such an emotional filled week seenoevil_monkey sad_but_relieved_face",no
"Here , here . Straddle the pan like a real man .",no
"this one was him finding , or rather , owning up his wishes and drive so THAT he can be able to finally speak w  his heart",no
So they say i speak a lot . Takes time to finish my sentences .. Well only those who know me better say that,no
"You too  I will see if I can sleep . So , excited to see Reed speak at MCC in Mesa on Wed ..",no
"How in the heck are all of the foreign students so smart , get good grades and manage to be our TAs but cant even speak English ",no
Wanna speak to people on here so bad oh my god,no
Everyone is tweeting about men and  those were his last words  so I'm the fuck outta here cos I don't want to speak my la —,no
I don't like anyone lmfao so If Isee you and I don't speak to you or act like I don't know you  just know I don't like you face_with_tears_of_joy,no
You don't speak to me but you know so much about me . Ok . anguished_face,no
This night rocked,no
South Phoenix always keeps it classy,no
"I knew that much , but i mean , ugh , this would be so much easier if Maxima and Minima were here to help me speak ",no
I don't think so . Cause they see me to and they don't speak,no
You Ever Seen Somebody You Was So Tight With Like Legit Would Give Your Last To Out & Y'all Don't Even Speak Anymore ,no
Yes   Bsb back together ,no
Good to know you're here for me when I need you .,no
"Are you still in NYC this week  If so , would love to speak with you about an awesome opportunity   ",no
Well that was a nice conversation,no
Thank you  So happy to have had the opportunity to perform A Time To Speak at Wirksworth Festival x,no
"Yes , checked VDC site  now a follower . Evidence so important to encourage those who know truth  in UN , US , EU to speak louder .",no
"Don't put your life at risk for crappy , cliche railroad track photos .",no
Action speak louder then wrds so I just need to prove her wrong smirking_face smirking_face smirking_face,no
fan checkin on Yahoo  Sportacular   ,no
Coming to court by yourself & having to give everyone the death glare so they won't try to speak to you weary_face sad_but_relieved_face   ,no
Aww    Cutie pie emoticons . Hihi  D,no
so cute face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss red_heart  you must learn to speak French laugh out loud red_heart ,no
Mr . Nix and Ms . Outzes are my favorite teachers . ,no
wee my babby ,no
Today is just fanfreakintastic .,no
There's no one I can speak to . I'm so sad it's unbearable,no
"By the way Man U fans , this is Champions league  so don't speak . First make it to CECAFA ..",no
I can speak to someone in Spanish . But it is so much easier if they speak English too flushed_face,no
I learned so much chatting w  u today  Thank you  I will continue to always speak from my heart  U are a gift to  ,no
"Time to buy books , yayy .",no
"I'm so fed up with everything , on my way to the bud mans house as we speak neutral_face",no
"going to be so cute  XD Sometimes he sullenly refuse to speak when he gets angry with her , Elsa has a rough time  Haha X ",no
Nope he Stayin ho me with me all day,no
Thank you so much  I'd love to speak to you about ,no
I finally get the confidence to speak to people and I screw it up so now I won't speak to ppl again for ages,no
her grandma speaks to her in Spanish and so does her dad . I only speak English so that's what I speak to her .,no
If you have an accent ill probably force a conversation just to hear you speak laugh out loud I think its so beautiful and different,no
I heard Dr . Michael Eric Dyson speak on a panel today though . I swear I wouldn't get this experience anywhere else . I'm so happy to be here,no
fucking ignorant .. you know nothing of peru to speak so disparagingly of us  You can go to the ,no
Nw  Thirteen Ghosts,no
im half arabic so i want to know my culture and speak to my relatives and cool im also part German but I dnt speak it ,no
Tee MIA bby laugh out loud ,no
I know this was sarcastic but I cant help it .,no
I hope so Paul . The majority of people I speak to are voting No but the polls say it's close .,no
"Thank you for allowing my following  Your Japanese is fluent , so I respect you . I'll also do my best to be able to speak English .",no
